id,label
10366,0.999548
10367,0.994550
10368,0.998177
10369,0.043028
1037,0.975097
10370,0.923491
10371,0.034232
10372,0.969636
10373,0.004016
10374,0.976519
10375,0.567414
10376,0.000953
10377,0.031834
10378,0.008125
10379,0.991384
1038,0.999876
10380,0.962097
10381,0.720369
10382,0.004660
10383,0.174731
10384,0.934380
10385,0.999992
10386,0.010587
10387,0.905686
10388,0.002672
10389,0.002438
1039,0.000405
10390,0.999864
10391,0.844930
10392,0.212554
10393,0.010107
10394,0.012752
10395,0.994687
10396,0.997985
10397,0.011056
10398,0.000673
10399,0.989082
104,0.008663
1040,0.999964
10400,0.999999
10401,0.194821
10402,0.165605
10403,0.999878
10404,0.035171
10405,0.010643
10406,0.884995
10407,0.000558
10408,0.022613
10409,0.755784
1041,0.076138
10410,0.001927
10411,0.019577
10412,0.017246
10413,0.000209
10414,0.952264
10415,0.801225
10416,0.007708
10417,0.020976
10418,0.020654
10419,0.995877
1042,0.620435
10420,0.982652
10421,0.939678
10422,0.791766
10423,0.001217
10424,0.233187
10425,0.993094
10426,0.212698
10427,0.999520
10428,0.417375
10429,0.964450
1043,0.036755
10430,0.080442
10431,0.007429
10432,0.986045
10433,0.999792
10434,0.999413
10435,0.045658
10436,0.999623
10437,0.044799
10438,0.968691
10439,0.039815
1044,0.575815
10440,0.057112
10441,0.041236
10442,0.890853
10443,0.975869
10444,0.993984
10445,0.999999
10446,0.987102
10447,0.959650
10448,0.999996
10449,0.999193
1045,0.069123
10450,0.004770
10451,0.010548
10452,0.812972
10453,0.509076
10454,0.004562
10455,0.670909
10456,0.897852
10457,0.236181
10458,0.999991
10459,0.000146
1046,0.100273
10460,0.166857
10461,0.000701
10462,0.975019
10463,0.067082
10464,0.999744
10465,0.995763
10466,0.982397
10467,0.000311
10468,0.005172
10469,0.147324
1047,0.362099
10470,0.008790
10471,0.049803
10472,0.010740
10473,0.994786
10474,0.998944
10475,0.000086
10476,0.998802
10477,0.043136
10478,0.999874
10479,0.637146
1048,0.999991
10480,0.372914
10481,0.000019
10482,0.807039
10483,0.257940
10484,0.984387
10485,0.882275
10486,0.437514
10487,0.999713
10488,0.998833
10489,0.023258
1049,0.004068
10490,0.999176
10491,0.236512
10492,0.995174
10493,0.023261
10494,0.982485
10495,0.009411
10496,0.999989
10497,0.996149
10498,0.000965
10499,0.999749
105,0.994389
1050,0.180603
10500,0.999994
10501,0.998856
10502,0.999990
10503,0.856183
10504,0.997233
10505,0.980580
10506,0.003329
10507,0.494874
10508,0.188363
10509,0.888164
1051,0.162739
10510,0.541583
10511,0.023131
10512,0.885884
10513,0.020647
10514,0.998065
10515,0.017611
10516,0.999968
10517,0.999927
10518,0.996952
10519,0.004785
1052,0.980126
10520,0.992278
10521,0.002517
10522,0.642497
10523,0.993111
10524,0.974876
10525,0.985596
10526,0.983009
10527,0.114159
10528,0.005228
10529,0.245152
1053,0.999984
10530,0.012171
10531,0.916755
10532,0.100652
10533,0.075021
10534,0.999878
10535,0.681257
10536,0.768621
10537,0.870331
10538,0.127087
10539,0.307650
1054,0.999116
10540,0.997057
10541,0.934319
10542,0.291146
10543,0.539266
10544,0.068767
10545,0.037109
10546,0.000658
10547,0.058146
10548,0.999708
10549,0.001774
1055,0.736722
10550,0.919747
10551,0.997623
10552,0.022553
10553,0.015310
10554,0.998340
10555,0.000328
10556,0.999625
10557,0.039065
10558,0.999680
10559,0.999825
1056,0.976841
10560,0.110557
10561,0.999892
10562,0.999830
10563,0.999264
10564,0.999941
10565,0.996609
10566,0.999996
10567,0.999994
10568,0.992996
10569,0.999577
1057,0.999397
10570,0.398213
10571,0.999990
10572,0.156241
10573,0.017021
10574,0.812046
10575,0.116836
10576,0.007558
10577,0.044368
10578,0.999075
10579,0.762421
1058,0.987237
10580,0.999304
10581,0.983788
10582,0.051272
10583,0.967632
10584,0.998021
10585,0.400146
10586,0.050447
10587,0.999225
10588,0.999622
10589,0.438223
1059,0.999958
10590,0.001769
10591,0.997836
10592,0.092665
10593,0.952644
10594,0.999963
10595,0.999881
10596,0.226914
10597,0.706133
10598,0.999988
10599,0.994620
106,0.983621
1060,0.010792
10600,0.993166
10601,0.844871
10602,0.977019
10603,0.007110
10604,0.378426
10605,0.418669
10606,0.999838
10607,0.001290
10608,0.990157
10609,0.954058
1061,0.001722
10610,0.999995
10611,0.020540
10612,0.983302
10613,0.160689
10614,0.000638
10615,0.000132
10616,0.953735
10617,0.084455
10618,0.048214
10619,0.430335
1062,0.074120
10620,0.992298
10621,0.000316
10622,0.604932
10623,0.076261
10624,0.001953
10625,0.994461
10626,0.277400
10627,0.008169
10628,0.027120
10629,0.976635
1063,0.014843
10630,0.046898
10631,0.002922
10632,0.999914
10633,0.999357
10634,0.008389
10635,0.025941
10636,0.968274
10637,0.364164
10638,0.015689
10639,0.988819
1064,0.319453
10640,0.985339
10641,0.989117
10642,0.999718
10643,0.000886
10644,0.997880
10645,1.000000
10646,0.811226
10647,0.033045
10648,0.997519
10649,0.185364
1065,0.303155
10650,0.016410
10651,0.985422
10652,0.058783
10653,0.000645
10654,0.017806
10655,0.079159
10656,0.999983
10657,0.222875
10658,0.997598
10659,0.992778
1066,0.999915
10660,0.001623
10661,0.999765
10662,0.992475
10663,0.992811
10664,0.005939
10665,0.094756
10666,0.998630
10667,0.999992
10668,0.002403
10669,0.001190
1067,0.999999
10670,0.466412
10671,0.006647
10672,0.075622
10673,0.998837
10674,0.000179
10675,0.014489
10676,0.198789
10677,0.135358
10678,0.074246
10679,0.030262
1068,0.999770
10680,0.963772
10681,0.000002
10682,0.111608
10683,0.999884
10684,0.998652
10685,0.044663
10686,0.062938
10687,0.022473
10688,0.980441
10689,0.999806
1069,0.181996
10690,0.003142
10691,0.003915
10692,0.997614
10693,0.191533
10694,0.011365
10695,0.999999
10696,0.999977
10697,0.999997
10698,0.275940
10699,0.435795
107,0.077877
1070,0.999970
10700,0.128393
10701,0.967517
10702,0.811642
10703,0.737929
10704,0.679125
10705,0.990927
10706,0.896896
10707,0.999998
10708,0.260425
10709,0.999493
1071,0.022086
10710,0.733041
10711,0.002115
10712,0.999997
10713,0.903560
10714,0.971015
10715,0.999999
10716,0.039928
10717,0.989943
10718,0.485597
10719,0.999130
1072,0.947486
10720,0.997582
10721,0.000181
10722,0.029121
10723,0.999344
10724,0.999949
10725,0.997764
10726,0.283043
10727,0.001994
10728,0.581542
10729,0.042178
1073,0.004150
10730,0.999017
10731,0.978418
10732,0.177826
10733,0.989760
10734,0.817606
10735,0.018044
10736,0.979744
10737,0.077768
10738,0.996590
10739,0.999063
1074,0.999491
10740,0.043385
10741,0.915920
10742,0.991138
10743,0.970152
10744,0.796462
10745,0.071503
10746,0.058263
10747,0.405935
10748,0.079610
10749,0.002921
1075,0.995176
10750,0.999044
10751,0.025739
10752,0.554049
10753,0.929833
10754,0.023648
10755,0.999982
10756,0.999511
10757,0.030383
10758,0.999867
10759,0.060823
1076,0.025618
10760,0.121276
10761,0.417532
10762,0.014115
10763,0.001822
10764,0.001158
10765,0.999997
10766,0.999913
10767,0.999986
10768,0.999999
10769,0.998763
1077,0.361808
10770,0.999497
10771,0.996155
10772,0.660626
10773,0.999623
10774,0.011244
10775,0.000024
10776,0.218464
10777,0.996419
10778,0.048806
10779,0.010965
1078,0.021185
10780,0.083334
10781,0.051632
10782,0.920643
10783,0.176024
10784,0.016523
10785,0.995171
10786,0.001755
10787,0.955546
10788,0.994700
10789,0.118565
1079,0.760320
10790,0.498545
10791,0.018965
10792,0.439033
10793,0.050505
10794,0.982442
10795,0.998293
10796,0.078640
10797,0.341717
10798,0.999256
10799,0.048984
108,0.168633
1080,0.999998
10800,0.374113
10801,0.915518
10802,0.000213
10803,0.176217
10804,0.997832
10805,0.397739
10806,0.996663
10807,0.002469
10808,0.390501
10809,0.000465
1081,0.940517
10810,0.442663
10811,0.999501
10812,0.082030
10813,0.101822
10814,0.011846
10815,0.965054
10816,0.278430
10817,0.235447
10818,0.029720
10819,0.220801
1082,0.999949
10820,0.927111
10821,0.993504
10822,0.107449
10823,0.449695
10824,0.018974
10825,0.999999
10826,0.998782
10827,0.012796
10828,0.686518
10829,0.996955
1083,0.999850
10830,0.003409
10831,0.996779
10832,0.901890
10833,0.341587
10834,0.045618
10835,0.022176
10836,0.900971
10837,0.913308
10838,0.998141
10839,0.007088
1084,0.009044
10840,0.718749
10841,0.121653
10842,0.035719
10843,0.111569
10844,0.986694
10845,0.985915
10846,0.012365
10847,0.999916
10848,0.999293
10849,0.739260
1085,0.508004
10850,0.030380
10851,0.996747
10852,0.645091
10853,0.999938
10854,0.995918
10855,0.997828
10856,0.034501
10857,0.999941
10858,0.991075
10859,0.993888
1086,0.999982
10860,0.014867
10861,0.999410
10862,0.007621
10863,0.998498
10864,0.936917
10865,0.001271
10866,0.999790
10867,0.001920
10868,0.078298
10869,0.987022
1087,0.805521
10870,0.449985
10871,0.104085
10872,0.992419
10873,0.068416
10874,0.049934
10875,0.999773
10876,0.998716
10877,0.073455
10878,0.000087
10879,0.999969
1088,0.041230
10880,0.189112
10881,0.976772
10882,0.534328
10883,0.989117
10884,0.001481
10885,0.078982
10886,0.000135
10887,0.004854
10888,0.999930
10889,0.319705
1089,0.999688
10890,0.399093
10891,0.453729
10892,0.982030
10893,0.001276
10894,0.240332
10895,0.999492
10896,0.984298
10897,0.429602
10898,0.997987
10899,0.992275
109,0.984309
1090,0.197746
10900,0.999762
10901,0.020086
10902,0.999757
10903,0.999996
10904,0.994338
10905,0.947303
10906,0.219133
10907,0.999998
10908,0.179591
10909,0.999965
1091,0.968339
10910,0.087053
10911,0.978801
10912,0.999458
10913,0.676032
10914,0.991139
10915,0.010403
10916,0.982148
10917,0.077333
10918,0.005658
10919,0.996840
1092,0.980510
10920,0.983949
10921,0.816585
10922,0.002986
10923,0.168246
10924,0.998979
10925,0.988719
10926,0.944810
10927,0.206262
10928,0.000131
10929,0.872745
1093,0.778572
10930,0.976751
10931,0.227233
10932,0.999941
10933,0.469684
10934,0.002503
10935,0.995288
10936,0.541440
10937,0.999397
10938,0.211784
10939,0.210223
1094,0.997189
10940,0.997547
10941,0.003069
10942,0.404482
10943,0.396862
10944,0.033636
10945,0.008792
10946,0.999740
10947,0.000041
10948,0.925281
10949,0.187375
1095,0.996336
10950,0.001171
10951,0.999980
10952,0.996546
10953,0.029798
10954,0.983105
10955,0.024021
10956,0.269946
10957,0.972119
10958,0.000157
10959,0.465229
1096,0.979247
10960,0.189425
10961,0.963408
10962,0.409265
10963,0.999987
10964,0.001283
10965,0.000346
10966,0.947304
10967,0.113459
10968,0.982123
10969,0.390173
1097,0.072080
10970,0.002283
10971,0.321164
10972,0.614620
10973,0.998683
10974,0.998723
10975,0.003627
10976,0.941892
10977,0.471882
10978,0.025462
10979,0.999839
1098,0.257843
10980,0.000319
10981,0.418608
10982,0.832757
10983,0.999944
10984,0.993884
10985,0.978276
10986,0.240407
10987,0.056091
10988,0.444067
10989,0.005281
1099,0.021683
10990,0.996673
10991,0.287422
10992,0.000837
10993,0.999953
10994,0.963766
10995,0.398716
10996,0.999994
10997,0.018211
10998,0.999998
10999,0.258001
11,0.006906
110,0.998821
1100,0.986302
11000,0.582757
11001,0.946204
11002,0.987397
11003,0.181957
11004,0.120855
11005,0.999055
11006,0.999989
11007,0.992765
11008,0.097520
11009,0.428235
1101,0.662956
11010,0.937200
11011,0.603106
11012,0.996710
11013,0.995084
11014,0.995599
11015,0.994036
11016,0.999528
11017,0.014459
11018,0.062940
11019,0.950303
1102,0.027179
11020,0.999528
11021,0.988922
11022,0.002160
11023,1.000000
11024,0.999644
11025,0.160302
11026,0.087164
11027,0.979330
11028,0.099088
11029,0.832272
1103,0.292435
11030,0.999977
11031,0.000011
11032,0.010650
11033,0.997499
11034,0.934519
11035,0.998031
11036,0.971660
11037,0.999934
11038,0.002721
11039,0.000139
1104,0.068004
11040,0.211994
11041,0.999860
11042,0.446034
11043,0.999987
11044,0.987372
11045,0.736512
11046,0.999796
11047,0.999783
11048,0.883178
11049,0.396075
1105,0.900916
11050,0.999988
11051,0.982400
11052,0.360164
11053,0.946781
11054,0.970913
11055,0.886042
11056,0.021722
11057,0.994990
11058,0.348095
11059,0.000981
1106,0.800125
11060,0.237515
11061,0.002700
11062,0.999914
11063,0.993432
11064,0.034759
11065,0.999972
11066,0.998600
11067,0.810128
11068,0.059886
11069,0.999992
1107,0.007015
11070,0.999879
11071,0.997041
11072,0.179663
11073,0.238692
11074,0.064788
11075,0.003084
11076,0.104436
11077,0.000091
11078,0.463389
11079,0.997593
1108,0.999841
11080,0.996653
11081,0.984241
11082,0.495988
11083,0.956894
11084,0.978307
11085,0.996119
11086,0.450234
11087,0.041247
11088,0.170129
11089,0.999913
1109,0.217271
11090,0.993741
11091,0.857103
11092,0.999638
11093,0.998933
11094,0.063114
11095,0.987248
11096,0.743992
11097,0.971103
11098,0.800016
11099,0.268583
111,0.923640
1110,0.027642
11100,0.995290
11101,0.999996
11102,0.250936
11103,0.010209
11104,0.999673
11105,0.082151
11106,0.293465
11107,0.853801
11108,0.076450
11109,0.001532
1111,0.007383
11110,0.028566
11111,0.974662
11112,0.971312
11113,0.265970
11114,0.999967
11115,0.100828
11116,0.677433
11117,0.999588
11118,0.005725
11119,0.102501
1112,0.022024
11120,0.165889
11121,0.071706
11122,0.007787
11123,0.999132
11124,0.000751
11125,0.268807
11126,0.999942
11127,0.069793
11128,0.977967
11129,0.000602
1113,0.005521
11130,0.023646
11131,0.002648
11132,0.950233
11133,0.995035
11134,0.982442
11135,0.004059
11136,0.137762
11137,0.400701
11138,0.992112
11139,0.560896
1114,0.999959
11140,0.999728
11141,0.972758
11142,0.079591
11143,0.999985
11144,0.002209
11145,0.995308
11146,0.896904
11147,0.998411
11148,0.998162
11149,0.999736
1115,0.983105
11150,0.113862
11151,0.999982
11152,1.000000
11153,0.998104
11154,0.999999
11155,0.999986
11156,0.139766
11157,0.999945
11158,0.837049
11159,0.998468
1116,0.991891
11160,0.026685
11161,0.084010
11162,0.039875
11163,0.000228
11164,0.984646
11165,0.981904
11166,0.327994
11167,0.768302
11168,0.344561
11169,0.999812
1117,0.154489
11170,0.987614
11171,0.031670
11172,0.004918
11173,0.974519
11174,0.992423
11175,0.999925
11176,0.941190
11177,0.164601
11178,0.996923
11179,0.029806
1118,0.000147
11180,0.991253
11181,0.349215
11182,0.999731
11183,0.191454
11184,0.023868
11185,0.003390
11186,0.158523
11187,0.000744
11188,0.828101
11189,0.998792
1119,0.000116
11190,0.015422
11191,0.944778
11192,0.036217
11193,0.989466
11194,0.946756
11195,0.995785
11196,0.000799
11197,0.039534
11198,0.039829
11199,0.003222
112,0.998139
1120,0.883730
11200,0.274401
11201,0.999973
11202,0.343862
11203,0.020880
11204,0.986853
11205,0.985774
11206,0.074811
11207,0.021205
11208,0.984608
11209,0.090522
1121,0.999004
11210,0.977350
11211,0.521898
11212,0.269515
11213,0.999392
11214,0.001932
11215,0.038022
11216,0.164996
11217,0.814322
11218,0.998093
11219,0.000006
1122,0.999677
11220,0.792663
11221,0.533970
11222,0.990786
11223,0.025719
11224,0.999105
11225,0.252604
11226,0.021841
11227,0.994521
11228,0.835772
11229,0.999295
1123,0.001746
11230,0.968860
11231,0.965469
11232,0.557583
11233,0.252690
11234,0.004955
11235,0.999967
11236,0.198207
11237,0.992700
11238,0.999949
11239,0.916874
1124,0.360575
11240,0.308994
11241,0.909338
11242,0.999754
11243,0.020897
11244,0.987171
11245,0.072056
11246,0.086151
11247,0.998337
11248,0.999997
11249,0.999043
1125,0.029721
11250,0.961447
11251,0.988130
11252,0.155996
11253,0.998624
11254,0.998340
11255,0.712106
11256,0.107062
11257,0.092850
11258,1.000000
11259,0.039767
1126,0.180147
11260,0.007910
11261,0.998336
11262,0.999987
11263,0.317617
11264,0.194423
11265,0.658489
11266,0.242058
11267,0.135168
11268,0.681590
11269,0.999973
1127,0.000382
11270,0.094355
11271,0.707523
11272,0.999984
11273,0.999336
11274,0.999954
11275,0.001261
11276,0.017084
11277,0.999938
11278,0.999026
11279,0.999901
1128,0.049881
11280,0.110790
11281,0.999775
11282,0.999977
11283,0.999308
11284,0.998906
11285,0.275046
11286,0.997849
11287,0.046894
11288,0.008693
11289,0.000072
1129,0.593183
11290,0.999465
11291,0.001736
11292,0.928667
11293,0.999053
11294,0.953863
11295,0.008406
11296,0.948084
11297,0.999305
11298,0.038361
11299,0.783539
113,0.989643
1130,0.855362
11300,0.999546
11301,0.003753
11302,0.912578
11303,0.948561
11304,0.806145
11305,0.989244
11306,0.998574
11307,0.991610
11308,0.993038
11309,0.984683
1131,0.939809
11310,0.999892
11311,0.990703
11312,0.999855
11313,0.003061
11314,0.997917
11315,0.391255
11316,0.999699
11317,0.174005
11318,0.081027
11319,0.995756
1132,0.095584
11320,0.922863
11321,0.996228
11322,0.998411
11323,0.000075
11324,0.025633
11325,0.195432
11326,0.997360
11327,0.639112
11328,0.005576
11329,0.999373
1133,0.041357
11330,0.003446
11331,0.981214
11332,0.999993
11333,0.868885
11334,0.797482
11335,0.998909
11336,0.032585
11337,0.555807
11338,0.780689
11339,0.899639
1134,0.242808
11340,0.995949
11341,0.996645
11342,0.040461
11343,0.998407
11344,0.999014
11345,0.024453
11346,0.999115
11347,0.999992
11348,0.838241
11349,0.998803
1135,0.012160
11350,0.188896
11351,0.022716
11352,0.999966
11353,0.135650
11354,0.023636
11355,0.016873
11356,1.000000
11357,0.997546
11358,0.953130
11359,0.012730
1136,0.999989
11360,0.990621
11361,0.100788
11362,0.006879
11363,0.999976
11364,0.003140
11365,0.043180
11366,0.999967
11367,0.000505
11368,0.214947
11369,0.003726
1137,0.183319
11370,0.998574
11371,0.975003
11372,0.592404
11373,0.000320
11374,0.040696
11375,0.271515
11376,0.004648
11377,0.033713
11378,0.990445
11379,0.980630
1138,0.029651
11380,0.837620
11381,0.690178
11382,0.920106
11383,0.999483
11384,0.116602
11385,0.997693
11386,0.999873
11387,0.992915
11388,0.000914
11389,0.129378
1139,0.820689
11390,0.003576
11391,0.980325
11392,0.003016
11393,0.046220
11394,0.999159
11395,0.986926
11396,0.011002
11397,0.053335
11398,0.999809
11399,0.999811
114,0.022259
1140,0.188466
11400,0.999135
11401,0.225911
11402,0.983654
11403,0.753212
11404,0.008396
11405,0.036673
11406,0.997305
11407,0.800484
11408,0.988143
11409,0.010415
1141,0.006861
11410,0.590057
11411,0.990775
11412,0.998395
11413,0.014204
11414,0.085052
11415,0.268583
11416,0.999812
11417,0.628439
11418,0.449767
11419,0.991341
1142,0.037122
11420,0.993414
11421,0.005882
11422,0.999976
11423,0.967413
11424,0.259865
11425,0.968760
11426,0.998176
11427,0.998545
11428,0.992296
11429,0.999751
1143,0.901356
11430,0.912396
11431,0.000160
11432,0.008359
11433,0.187074
11434,0.150762
11435,0.999913
11436,0.837294
11437,0.854082
11438,0.999191
11439,0.999979
1144,0.999985
11440,0.004754
11441,0.997383
11442,0.999817
11443,0.998820
11444,0.153935
11445,0.987673
11446,0.000704
11447,0.000675
11448,0.989493
11449,0.961085
1145,0.999746
11450,0.367766
11451,0.956684
11452,0.783009
11453,0.813705
11454,0.601225
11455,0.000106
11456,0.017217
11457,0.014026
11458,0.990289
11459,0.999842
1146,0.970837
11460,0.027935
11461,0.982435
11462,0.856485
11463,0.039599
11464,0.848961
11465,0.027297
11466,0.088349
11467,0.002808
11468,0.936034
11469,0.999927
1147,0.999995
11470,0.999297
11471,0.768806
11472,0.999965
11473,0.999994
11474,0.412623
11475,0.098193
11476,0.063465
11477,0.034948
11478,0.987640
11479,0.169272
1148,0.000203
11480,0.090160
11481,0.001035
11482,0.963858
11483,0.996808
11484,0.839066
11485,0.003335
11486,0.999609
11487,0.995263
11488,0.999991
11489,0.000994
1149,0.999320
11490,0.986944
11491,0.215574
11492,0.316907
11493,0.000965
11494,0.980520
11495,0.266753
11496,0.999765
11497,0.997950
11498,0.713756
11499,0.102895
115,0.682312
1150,0.410593
11500,0.046605
11501,0.425113
11502,0.755264
11503,0.964673
11504,0.000313
11505,0.646949
11506,0.999996
11507,0.783696
11508,0.000228
11509,0.560958
1151,0.999979
11510,0.999763
11511,0.037125
11512,0.980401
11513,0.993709
11514,0.885262
11515,0.999618
11516,0.999006
11517,0.219974
11518,0.000309
11519,0.767872
1152,0.048645
11520,0.997356
11521,0.958587
11522,0.606785
11523,0.000001
11524,0.322430
11525,0.060585
11526,0.999538
11527,1.000000
11528,0.010736
11529,0.000186
1153,0.000240
11530,0.999878
11531,0.000428
11532,0.102497
11533,0.999910
11534,0.133183
11535,0.999940
11536,0.988642
11537,0.903963
11538,0.000637
11539,0.999875
1154,0.887135
11540,0.054328
11541,0.997768
11542,0.980660
11543,0.007360
11544,0.004810
11545,0.003837
11546,0.062244
11547,0.000198
11548,0.869147
11549,0.108849
1155,0.991960
11550,0.999921
11551,0.017724
11552,0.999743
11553,0.933857
11554,0.999912
11555,0.973851
11556,0.041724
11557,0.000292
11558,0.272544
11559,0.012403
1156,0.020327
11560,0.000102
11561,0.995303
11562,0.992427
11563,0.111363
11564,0.005768
11565,0.037716
11566,0.001447
11567,0.999766
11568,0.027134
11569,0.595644
1157,0.799461
11570,0.492312
11571,0.992271
11572,0.004371
11573,0.008634
